hotspot_id,time_block,historical_violation_count,centroid_lat,centroid_lon,estimated_delay_minutes,resource_cost,confidence_score,mappls_eloc,mappls_address
0,Friday_0000,56,12.913781872485488,77.63011806976469,86.0,3,0.6818181818181818,PENDING,Geocoding unavailable
0,Friday_0100,40,12.913781872485488,77.63011806976469,62.0,3,0.5,PENDING,Geocoding unavailable
0,Friday_0200,53,12.913781872485488,77.63011806976469,81.5,3,0.5454545454545454,PENDING,Geocoding unavailable
0,Friday_0300,25,12.913781872485488,77.63011806976469,39.5,3,0.3636363636363636,PENDING,Geocoding unavailable
0,Friday_0400,82,12.913781872485488,77.63011806976469,125.0,3,0.5,PENDING,Geocoding unavailable
0,Friday_0500,147,12.913781872485488,77.63011806976469,222.5,3,0.7727272727272727,PENDING,Geocoding unavailable
0,Friday_0600,158,12.913781872485488,77.63011806976469,239.0,3,0.7272727272727273,PENDING,Geocoding unavailable
0,Friday_0700,77,12.913781872485488,77.63011806976469,117.5,3,0.6363636363636364,PENDING,Geocoding unavailable
0,Friday_0800,119,12.913781872485488,77.63011806976469,180.5,3,0.7727272727272727,PENDING,Geocoding unavailable
0,Friday_0900,39,12.913781872485488,77.63011806976469,60.5,3,0.3181818181818182,PENDING,Geocoding unavailable
0,Friday_1000,3,12.913781872485488,77.63011806976469,6.5,1,0.0909090909090909,PENDING,Geocoding unavailable
0,Friday_1100,3,12.913781872485488,77.63011806976469,6.5,1,0.0909090909090909,PENDING,Geocoding unavailable
0,Friday_1200,1,12.913781872485488,77.63011806976469,3.5,1,0.0454545454545454,PENDING,Geocoding unavailable
0,Friday_1500,1,12.913781872485488,77.63011806976469,3.5,1,0.0454545454545454,PENDING,Geocoding unavailable
0,Friday_1800,1,12.913781872485488,77.63011806976469,3.5,1,0.0454545454545454,PENDING,Geocoding unavailable
0,Friday_1900,19,12.913781872485488,77.63011806976469,30.5,3,0.3181818181818182,PENDING,Geocoding unavailable
0,Friday_2000,199,12.913781872485488,77.63011806976469,300.5,3,0.9545454545454546,PENDING,Geocoding unavailable
0,Friday_2100,225,12.913781872485488,77.63011806976469,339.5,3,0.9090909090909092,PENDING,Geocoding unavailable
0,Friday_2200,72,12.913781872485488,77.63011806976469,110.0,3,0.8181818181818182,PENDING,Geocoding unavailable
0,Friday_2300,89,12.913781872485488,77.63011806976469,135.5,3,0.8636363636363636,PENDING,Geocoding unavailable
0,Monday_0000,34,12.913781872485488,77.63011806976469,53.0,3,0.5,PENDING,Geocoding unavailable
0,Monday_0100,62,12.913781872485488,77.63011806976469,95.0,3,0.4545454545454545,PENDING,Geocoding unavailable
0,Monday_0200,29,12.913781872485488,77.63011806976469,45.5,3,0.3636363636363636,PENDING,Geocoding unavailable
0,Monday_0300,55,12.913781872485488,77.63011806976469,84.5,3,0.5454545454545454,PENDING,Geocoding unavailable
0,Monday_0400,84,12.913781872485488,77.63011806976469,128.0,3,0.5,PENDING,Geocoding unavailable
0,Monday_0500,136,12.913781872485488,77.63011806976469,206.0,3,0.6818181818181818,PENDING,Geocoding unavailable
0,Monday_0600,185,12.913781872485488,77.63011806976469,279.5,3,0.7272727272727273,PENDING,Geocoding unavailable
0,Monday_0700,86,12.913781872485488,77.63011806976469,131.0,3,0.7727272727272727,PENDING,Geocoding unavailable
0,Monday_0800,92,12.913781872485488,77.63011806976469,140.0,3,0.5909090909090909,PENDING,Geocoding unavailable
0,Monday_0900,41,12.913781872485488,77.63011806976469,63.5,3,0.1818181818181818,PENDING,Geocoding unavailable
0,Monday_1000,5,12.913781872485488,77.63011806976469,9.5,1,0.0909090909090909,PENDING,Geocoding unavailable
0,Monday_1100,9,12.913781872485488,77.63011806976469,15.5,2,0.1363636363636363,PENDING,Geocoding unavailable
0,Monday_1200,2,12.913781872485488,77.63011806976469,5.0,1,0.0909090909090909,PENDING,Geocoding unavailable
0,Monday_1300,1,12.913781872485488,77.63011806976469,3.5,1,0.0454545454545454,PENDING,Geocoding unavailable
0,Monday_1400,1,12.913781872485488,77.63011806976469,3.5,1,0.0454545454545454,PENDING,Geocoding unavailable
0,Monday_1900,75,12.913781872485488,77.63011806976469,114.5,3,0.4090909090909091,PENDING,Geocoding unavailable
0,Monday_2000,81,12.913781872485488,77.63011806976469,123.5,3,0.7727272727272727,PENDING,Geocoding unavailable
0,Monday_2100,193,12.913781872485488,77.63011806976469,291.5,3,0.9545454545454546,PENDING,Geocoding unavailable
0,Monday_2200,148,12.913781872485488,77.63011806976469,224.0,3,0.8181818181818182,PENDING,Geocoding unavailable
0,Monday_2300,156,12.913781872485488,77.63011806976469,236.0,3,0.7727272727272727,PENDING,Geocoding unavailable
0,Saturday_0000,66,12.913781872485488,77.63011806976469,101.0,3,0.8181818181818182,PENDING,Geocoding unavailable
0,Saturday_0100,42,12.913781872485488,77.63011806976469,65.0,3,0.6363636363636364,PENDING,Geocoding unavailable
0,Saturday_0200,46,12.913781872485488,77.63011806976469,71.0,3,0.5,PENDING,Geocoding unavailable
0,Saturday_0300,59,12.913781872485488,77.63011806976469,90.5,3,0.3181818181818182,PENDING,Geocoding unavailable
0,Saturday_0400,150,12.913781872485488,77.63011806976469,227.0,3,0.7272727272727273,PENDING,Geocoding unavailable
0,Saturday_0500,177,12.913781872485488,77.63011806976469,267.5,3,1.0,PENDING,Geocoding unavailable
0,Saturday_0600,185,12.913781872485488,77.63011806976469,279.5,3,0.8181818181818182,PENDING,Geocoding unavailable
0,Saturday_0700,157,12.913781872485488,77.63011806976469,237.5,3,0.9090909090909092,PENDING,Geocoding unavailable
0,Saturday_0800,120,12.913781872485488,77.63011806976469,182.0,3,0.9545454545454546,PENDING,Geocoding unavailable
0,Saturday_0900,65,12.913781872485488,77.63011806976469,99.5,3,0.5909090909090909,PENDING,Geocoding unavailable
0,Saturday_1000,18,12.913781872485488,77.63011806976469,29.0,3,0.3636363636363636,PENDING,Geocoding unavailable
0,Saturday_1100,15,12.913781872485488,77.63011806976469,24.5,2,0.3636363636363636,PENDING,Geocoding unavailable
0,Saturday_1200,10,12.913781872485488,77.63011806976469,17.0,2,0.1818181818181818,PENDING,Geocoding unavailable
0,Saturday_1300,7,12.913781872485488,77.63011806976469,12.5,2,0.0909090909090909,PENDING,Geocoding unavailable
0,Saturday_1800,1,12.913781872485488,77.63011806976469,3.5,1,0.0454545454545454,PENDING,Geocoding unavailable
0,Saturday_1900,44,12.913781872485488,77.63011806976469,68.0,3,0.3636363636363636,PENDING,Geocoding unavailable
0,Saturday_2000,31,12.913781872485488,77.63011806976469,48.5,3,0.5454545454545454,PENDING,Geocoding unavailable
0,Saturday_2100,93,12.913781872485488,77.63011806976469,141.5,3,0.7272727272727273,PENDING,Geocoding unavailable
0,Saturday_2200,151,12.913781872485488,77.63011806976469,228.5,3,0.8636363636363636,PENDING,Geocoding unavailable
0,Saturday_2300,103,12.913781872485488,77.63011806976469,156.5,3,0.6818181818181818,PENDING,Geocoding unavailable
0,Sunday_0000,118,12.913781872485488,77.63011806976469,179.0,3,0.6818181818181818,PENDING,Geocoding unavailable
0,Sunday_0100,61,12.913781872485488,77.63011806976469,93.5,3,0.6363636363636364,PENDING,Geocoding unavailable
0,Sunday_0200,57,12.913781872485488,77.63011806976469,87.5,3,0.5,PENDING,Geocoding unavailable
0,Sunday_0300,64,12.913781872485488,77.63011806976469,98.0,3,0.7272727272727273,PENDING,Geocoding unavailable
0,Sunday_0400,107,12.913781872485488,77.63011806976469,162.5,3,0.6818181818181818,PENDING,Geocoding unavailable
0,Sunday_0500,179,12.913781872485488,77.63011806976469,270.5,3,0.9090909090909092,PENDING,Geocoding unavailable
0,Sunday_0600,168,12.913781872485488,77.63011806976469,254.0,3,0.8636363636363636,PENDING,Geocoding unavailable
0,Sunday_0700,275,12.913781872485488,77.63011806976469,414.5,3,0.9545454545454546,PENDING,Geocoding unavailable
0,Sunday_0800,211,12.913781872485488,77.63011806976469,318.5,3,0.8636363636363636,PENDING,Geocoding unavailable
0,Sunday_0900,129,12.913781872485488,77.63011806976469,195.5,3,0.8636363636363636,PENDING,Geocoding unavailable
0,Sunday_1000,23,12.913781872485488,77.63011806976469,36.5,3,0.4090909090909091,PENDING,Geocoding unavailable
0,Sunday_1100,56,12.913781872485488,77.63011806976469,86.0,3,0.4090909090909091,PENDING,Geocoding unavailable
0,Sunday_1200,39,12.913781872485488,77.63011806976469,60.5,3,0.5909090909090909,PENDING,Geocoding unavailable
0,Sunday_1300,10,12.913781872485488,77.63011806976469,17.0,2,0.2727272727272727,PENDING,Geocoding unavailable
0,Sunday_1400,1,12.913781872485488,77.63011806976469,3.5,1,0.0454545454545454,PENDING,Geocoding unavailable
0,Sunday_1800,1,12.913781872485488,77.63011806976469,3.5,1,0.0454545454545454,PENDING,Geocoding unavailable
0,Sunday_1900,46,12.913781872485488,77.63011806976469,71.0,3,0.1818181818181818,PENDING,Geocoding unavailable
0,Sunday_2000,132,12.913781872485488,77.63011806976469,200.0,3,0.5909090909090909,PENDING,Geocoding unavailable
0,Sunday_2100,87,12.913781872485488,77.63011806976469,132.5,3,0.5,PENDING,Geocoding unavailable
0,Sunday_2200,125,12.913781872485488,77.63011806976469,189.5,3,0.5,PENDING,Geocoding unavailable
0,Sunday_2300,63,12.913781872485488,77.63011806976469,96.5,3,0.6818181818181818,PENDING,Geocoding unavailable
0,Thursday_0000,69,12.913781872485488,77.63011806976469,105.5,3,0.7272727272727273,PENDING,Geocoding unavailable
0,Thursday_0100,28,12.913781872485488,77.63011806976469,44.0,3,0.5,PENDING,Geocoding unavailable
